query_index,caption_id,image_id,semantic_id,split,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,template_id,is_canonical,text_row_index,relevant_image_row_index,relevant_rank,top1_image_id,top1_score,relevant_score,positive_margin,recall_at_1,recall_at_5,mrr,ndcg_at_10
14,CAP-V2_003-TPL_05,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,14,2,1,V2_003,0.335055470467,0.335055470467,0.006145477295,1.000000000000,1.000000000000,1.000000000000,1.000000000000
15,CAP-V2_004-TPL_01,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,15,3,3,V2_014,0.322224646807,0.313583195210,-0.008641451597,0.000000000000,1.000000000000,0.333333333333,0.500000000000
16,CAP-V2_004-TPL_02,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,16,3,4,V2_024,0.307851105928,0.288740336895,-0.019110769033,0.000000000000,1.000000000000,0.250000000000,0.430676558073
17,CAP-V2_004-TPL_03,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,17,3,4,V2_029,0.304731160402,0.280424654484,-0.024306505919,0.000000000000,1.000000000000,0.250000000000,0.430676558073
18,CAP-V2_004-TPL_04,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,18,3,1,V2_004,0.279100894928,0.279100894928,0.000325560570,1.000000000000,1.000000000000,1.000000000000,1.000000000000
19,CAP-V2_004-TPL_05,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,19,3,1,V2_004,0.320192247629,0.320192247629,0.017236143351,1.000000000000,1.000000000000,1.000000000000,1.000000000000
20,CAP-V2_005-TPL_01,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,20,4,2,V2_015,0.360274165869,0.353165864944,-0.007108300924,0.000000000000,1.000000000000,0.500000000000,0.630929753571
21,CAP-V2_005-TPL_02,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,21,4,4,V2_030,0.344659775496,0.292437195778,-0.052222579718,0.000000000000,1.000000000000,0.250000000000,0.430676558073
22,CAP-V2_005-TPL_03,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,22,4,3,V2_030,0.358123064041,0.302583724260,-0.055539339781,0.000000000000,1.000000000000,0.333333333333,0.500000000000
23,CAP-V2_005-TPL_04,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,23,4,3,V2_015,0.335982561111,0.315432250500,-0.020550310612,0.000000000000,1.000000000000,0.333333333333,0.500000000000
24,CAP-V2_005-TPL_05,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,24,4,3,V2_030,0.349335074425,0.343601375818,-0.005733698606,0.000000000000,1.000000000000,0.333333333333,0.500000000000
25,CAP-V2_006-TPL_01,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,25,5,2,V2_011,0.354999423027,0.351220697165,-0.003778725863,0.000000000000,1.000000000000,0.500000000000,0.630929753571
26,CAP-V2_006-TPL_02,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,26,5,3,V2_011,0.339359700680,0.313307762146,-0.026051938534,0.000000000000,1.000000000000,0.333333333333,0.500000000000
27,CAP-V2_006-TPL_03,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,27,5,3,V2_011,0.339565336704,0.322546571493,-0.017018765211,0.000000000000,1.000000000000,0.333333333333,0.500000000000
28,CAP-V2_006-TPL_04,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,28,5,3,V2_011,0.326120495796,0.311577767134,-0.014542728662,0.000000000000,1.000000000000,0.333333333333,0.500000000000
29,CAP-V2_006-TPL_05,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,29,5,1,V2_006,0.348100930452,0.348100930452,0.005504906178,1.000000000000,1.000000000000,1.000000000000,1.000000000000
30,CAP-V2_007-TPL_01,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,30,6,3,V2_012,0.366772711277,0.357411265373,-0.009361445904,0.000000000000,1.000000000000,0.333333333333,0.500000000000
31,CAP-V2_007-TPL_02,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,31,6,4,V2_012,0.356869041920,0.328755319118,-0.028113722801,0.000000000000,1.000000000000,0.250000000000,0.430676558073
32,CAP-V2_007-TPL_03,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,32,6,4,V2_012,0.370864003897,0.324479877949,-0.046384125948,0.000000000000,1.000000000000,0.250000000000,0.430676558073
33,CAP-V2_007-TPL_04,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,33,6,5,V2_012,0.329205930233,0.295247137547,-0.033958792686,0.000000000000,1.000000000000,0.200000000000,0.386852807235
34,CAP-V2_007-TPL_05,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,34,6,3,V2_002,0.361467331648,0.349831968546,-0.011635363102,0.000000000000,1.000000000000,0.333333333333,0.500000000000
35,CAP-V2_008-TPL_01,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,35,7,1,V2_008,0.356800109148,0.356800109148,0.019015818834,1.000000000000,1.000000000000,1.000000000000,1.000000000000
36,CAP-V2_008-TPL_02,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,36,7,2,V2_028,0.323046892881,0.318872779608,-0.004174113274,0.000000000000,1.000000000000,0.500000000000,0.630929753571
37,CAP-V2_008-TPL_03,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,37,7,1,V2_008,0.338255554438,0.338255554438,0.005085259676,1.000000000000,1.000000000000,1.000000000000,1.000000000000
38,CAP-V2_008-TPL_04,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,38,7,2,V2_003,0.332148998976,0.320120722055,-0.012028276920,0.000000000000,1.000000000000,0.500000000000,0.630929753571
39,CAP-V2_008-TPL_05,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,39,7,1,V2_008,0.343335449696,0.343335449696,0.003791540861,1.000000000000,1.000000000000,1.000000000000,1.000000000000
40,CAP-V2_009-TPL_01,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,40,8,2,V2_014,0.327716082335,0.327648013830,-0.000068068504,0.000000000000,1.000000000000,0.500000000000,0.630929753571
41,CAP-V2_009-TPL_02,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,41,8,4,V2_024,0.309053540230,0.301213562489,-0.007839977741,0.000000000000,1.000000000000,0.250000000000,0.430676558073
42,CAP-V2_009-TPL_03,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,42,8,5,V2_029,0.320004642010,0.288650065660,-0.031354576349,0.000000000000,1.000000000000,0.200000000000,0.386852807235
43,CAP-V2_009-TPL_04,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,43,8,5,V2_014,0.290868729353,0.275208592415,-0.015660136938,0.000000000000,1.000000000000,0.200000000000,0.386852807235
44,CAP-V2_009-TPL_05,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,44,8,2,V2_004,0.323832631111,0.314419895411,-0.009412735701,0.000000000000,1.000000000000,0.500000000000,0.630929753571
45,CAP-V2_010-TPL_01,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,45,9,2,V2_015,0.364808261395,0.356067419052,-0.008740842342,0.000000000000,1.000000000000,0.500000000000,0.630929753571
46,CAP-V2_010-TPL_02,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,46,9,3,V2_030,0.348973959684,0.297754168510,-0.051219791174,0.000000000000,1.000000000000,0.333333333333,0.500000000000
47,CAP-V2_010-TPL_03,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,47,9,3,V2_030,0.367539405823,0.320458412170,-0.047080993652,0.000000000000,1.000000000000,0.333333333333,0.500000000000
48,CAP-V2_010-TPL_04,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,48,9,4,V2_015,0.344141662121,0.310400247574,-0.033741414547,0.000000000000,1.000000000000,0.250000000000,0.430676558073
49,CAP-V2_010-TPL_05,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,49,9,3,V2_015,0.360471218824,0.349414736032,-0.011056482792,0.000000000000,1.000000000000,0.333333333333,0.500000000000
50,CAP-V2_011-TPL_01,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_01,true,50,10,1,V2_011,0.350548684597,0.350548684597,0.026128351688,1.000000000000,1.000000000000,1.000000000000,1.000000000000
51,CAP-V2_011-TPL_02,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_02,false,51,10,1,V2_011,0.337546885014,0.337546885014,0.033066362143,1.000000000000,1.000000000000,1.000000000000,1.000000000000
52,CAP-V2_011-TPL_03,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_03,false,52,10,1,V2_011,0.354579061270,0.354579061270,0.031059652567,1.000000000000,1.000000000000,1.000000000000,1.000000000000
53,CAP-V2_011-TPL_04,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_04,false,53,10,1,V2_011,0.325653254986,0.325653254986,0.043064236641,1.000000000000,1.000000000000,1.000000000000,1.000000000000
54,CAP-V2_011-TPL_05,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_05,false,54,10,1,V2_011,0.349715888500,0.349715888500,0.010214865208,1.000000000000,1.000000000000,1.000000000000,1.000000000000
55,CAP-V2_012-TPL_01,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_01,true,55,11,1,V2_012,0.356498926878,0.356498926878,0.016168564558,1.000000000000,1.000000000000,1.000000000000,1.000000000000
56,CAP-V2_012-TPL_02,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_02,false,56,11,1,V2_012,0.345361232758,0.345361232758,0.002610266209,1.000000000000,1.000000000000,1.000000000000,1.000000000000
57,CAP-V2_012-TPL_03,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_03,false,57,11,1,V2_012,0.369493544102,0.369493544102,0.018173336983,1.000000000000,1.000000000000,1.000000000000,1.000000000000
58,CAP-V2_012-TPL_04,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_04,false,58,11,1,V2_012,0.327219247818,0.327219247818,0.031091898680,1.000000000000,1.000000000000,1.000000000000,1.000000000000
59,CAP-V2_012-TPL_05,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_05,false,59,11,1,V2_012,0.360399603844,0.360399603844,0.002860099077,1.000000000000,1.000000000000,1.000000000000,1.000000000000
60,CAP-V2_013-TPL_01,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_01,true,60,12,2,V2_008,0.325291275978,0.324513047934,-0.000778228045,0.000000000000,1.000000000000,0.500000000000,0.630929753571
61,CAP-V2_013-TPL_02,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_02,false,61,12,1,V2_013,0.321474015713,0.321474015713,0.005154252052,1.000000000000,1.000000000000,1.000000000000,1.000000000000
62,CAP-V2_013-TPL_03,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_03,false,62,12,1,V2_013,0.344559222460,0.344559222460,0.011521250010,1.000000000000,1.000000000000,1.000000000000,1.000000000000
63,CAP-V2_013-TPL_04,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_04,false,63,12,2,V2_011,0.315133661032,0.313130676746,-0.002002984285,0.000000000000,1.000000000000,0.500000000000,0.630929753571
64,CAP-V2_013-TPL_05,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_05,false,64,12,3,V2_008,0.332093536854,0.316250234842,-0.015843302011,0.000000000000,1.000000000000,0.333333333333,0.500000000000
65,CAP-V2_014-TPL_01,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_01,true,65,13,1,V2_014,0.332291722298,0.332291722298,0.034036993980,1.000000000000,1.000000000000,1.000000000000,1.000000000000
66,CAP-V2_014-TPL_02,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_02,false,66,13,1,V2_014,0.311638295650,0.311638295650,0.007756561041,1.000000000000,1.000000000000,1.000000000000,1.000000000000
67,CAP-V2_014-TPL_03,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_03,false,67,13,1,V2_014,0.326441347599,0.326441347599,0.004632830620,1.000000000000,1.000000000000,1.000000000000,1.000000000000
68,CAP-V2_014-TPL_04,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_04,false,68,13,1,V2_014,0.299041241407,0.299041241407,0.002745360136,1.000000000000,1.000000000000,1.000000000000,1.000000000000
69,CAP-V2_014-TPL_05,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_05,false,69,13,1,V2_014,0.323854058981,0.323854058981,0.001582920551,1.000000000000,1.000000000000,1.000000000000,1.000000000000
70,CAP-V2_015-TPL_01,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_01,true,70,14,1,V2_015,0.372624814510,0.372624814510,0.034481525421,1.000000000000,1.000000000000,1.000000000000,1.000000000000
71,CAP-V2_015-TPL_02,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_02,false,71,14,2,V2_030,0.343795388937,0.331156015396,-0.012639373541,0.000000000000,1.000000000000,0.500000000000,0.630929753571
72,CAP-V2_015-TPL_03,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_03,false,72,14,1,V2_015,0.370235264301,0.370235264301,0.012270838022,1.000000000000,1.000000000000,1.000000000000,1.000000000000
73,CAP-V2_015-TPL_04,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_04,false,73,14,1,V2_015,0.352536410093,0.352536410093,0.044704020023,1.000000000000,1.000000000000,1.000000000000,1.000000000000
74,CAP-V2_015-TPL_05,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_05,false,74,14,1,V2_015,0.367949128151,0.367949128151,0.022467494011,1.000000000000,1.000000000000,1.000000000000,1.000000000000
75,CAP-V2_016-TPL_01,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,75,15,4,V2_021,0.335978716612,0.324525922537,-0.011452794075,0.000000000000,1.000000000000,0.250000000000,0.430676558073
76,CAP-V2_016-TPL_02,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_02,false,76,15,5,V2_026,0.311348915100,0.277773886919,-0.033575028181,0.000000000000,1.000000000000,0.200000000000,0.386852807235
77,CAP-V2_016-TPL_03,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_03,false,77,15,2,V2_026,0.315488606691,0.288694918156,-0.026793688536,0.000000000000,1.000000000000,0.500000000000,0.630929753571
78,CAP-V2_016-TPL_04,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_04,false,78,15,4,V2_021,0.300701200962,0.284233063459,-0.016468137503,0.000000000000,1.000000000000,0.250000000000,0.430676558073
79,CAP-V2_016-TPL_05,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_05,false,79,15,3,V2_001,0.346705853939,0.331294685602,-0.015411168337,0.000000000000,1.000000000000,0.333333333333,0.500000000000
80,CAP-V2_017-TPL_01,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,80,16,7,V2_002,0.336778998375,0.290414303541,-0.046364694834,0.000000000000,0.000000000000,0.142857142857,0.333333333333
81,CAP-V2_017-TPL_02,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_02,false,81,16,6,V2_027,0.354624092579,0.290373623371,-0.064250469208,0.000000000000,0.000000000000,0.166666666667,0.356207187108
82,CAP-V2_017-TPL_03,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_03,false,82,16,5,V2_027,0.334207594395,0.285001516342,-0.049206078053,0.000000000000,1.000000000000,0.200000000000,0.386852807235
83,CAP-V2_017-TPL_04,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_04,false,83,16,5,V2_002,0.306776225567,0.261977314949,-0.044798910618,0.000000000000,1.000000000000,0.200000000000,0.386852807235
84,CAP-V2_017-TPL_05,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_05,false,84,16,6,V2_002,0.360777109861,0.325643628836,-0.035133481026,0.000000000000,0.000000000000,0.166666666667,0.356207187108
85,CAP-V2_018-TPL_01,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,85,17,6,V2_008,0.319983839989,0.293968379498,-0.026015460491,0.000000000000,0.000000000000,0.166666666667,0.356207187108
86,CAP-V2_018-TPL_02,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_02,false,86,17,9,V2_028,0.328365147114,0.281979322433,-0.046385824680,0.000000000000,0.000000000000,0.111111111111,0.301029995664
87,CAP-V2_018-TPL_03,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_03,false,87,17,3,V2_028,0.345979869366,0.312895715237,-0.033084154129,0.000000000000,1.000000000000,0.333333333333,0.500000000000
88,CAP-V2_018-TPL_04,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_04,false,88,17,4,V2_003,0.316621363163,0.282093107700,-0.034528255463,0.000000000000,1.000000000000,0.250000000000,0.430676558073
89,CAP-V2_018-TPL_05,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_05,false,89,17,4,V2_003,0.294234007597,0.288562655449,-0.005671352148,0.000000000000,1.000000000000,0.250000000000,0.430676558073
90,CAP-V2_019-TPL_01,V2_019,SEM-92B4FA22CEDB29E6,id,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,90,18,5,V2_024,0.309778332710,0.291442334652,-0.018335998058,0.000000000000,1.000000000000,0.200000000000,0.386852807235
