image_id,semantic_id,semantic_signature,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,split,seed,image_width,image_height,image_path,generator_version,source,usage_restriction,file_size_bytes,file_sha256,pixel_sha256,unique_color_count
V2_011,SEM-E6BF74678BDAC828,palette_id=rojo_negro_crema|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,id,236,512,512,data/v2/images/V2_011.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5572,89cf57b40f8020da0a6072d9701ed725bf96f606c5a96ac6fd5d57781a8318f4,26e2b3ea758e9db47f9d22f2fc47663e4810d11f9ec6faa03f9ee006ea483917,3
V2_012,SEM-F5F0E5F56F3B9CDD,palette_id=azul_crema_marron|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,id,237,512,512,data/v2/images/V2_012.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5579,8298e2d16aad72ba59cb9d304157eb982b9cd08ec5fe21095e3926f7a86757d0,fc0a406e9e1971ba1d5a0e20eeee055fb0749682f82f147a33de013da7d31adb,3
V2_013,SEM-6C847486A44390D1,palette_id=ocre_marron_negro|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,id,238,512,512,data/v2/images/V2_013.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5587,a722d18ab44e6b191036b866937ba8af63db36ea57e9536a4534849238101a17,6b57beec739e4040a429340a2b56b762ffcf84880dfe146b25882674fc8bc563,3
V2_014,SEM-B0502F5A4E58AF67,palette_id=blanco_negro_gris|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,id,239,512,512,data/v2/images/V2_014.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5429,6f109a47c9fc1d8d2528f5f947fb8f6f173794208b858e57453cd3b969b64e6d,67709f7b25cafec73e4b9c04afe0d5c9756f04f8a9a18bde37158dc862ba3922,3
V2_015,SEM-48FFBCDFBB1178FE,palette_id=multicolor_tierra|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,id,240,512,512,data/v2/images/V2_015.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5560,62612e23a7f187a9fbc7870bed039808d87def9cc007561c97cb3cec112ff83e,cd3e11489dffb6e3d34bf2c2fdd9e90dcb5a950bf81e5eb8c193150ce1cf980b,4
V2_016,SEM-1F7D0D80E51AE939,palette_id=rojo_negro_crema|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,id,241,512,512,data/v2/images/V2_016.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2615,e00bd378be04128bf4c2df082b5654313068859bfe2c9ab3ace578fa0f5e589a,32e61f79010784ef11956cec4d38c171772e38fcb39ceb5becdb11df76b5db50,3
V2_017,SEM-B4047E6372E8425A,palette_id=azul_crema_marron|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,id,242,512,512,data/v2/images/V2_017.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2613,7b0dc7665c34ec922755881436e6625ab8568b0c0ea1c840d5a9d47989c3ffc6,c1c1c357ffd5ec641d328b71175f7fac6270d862ce70c8cdd02d8da69a6e183f,3
V2_018,SEM-8DD56A09C7883053,palette_id=ocre_marron_negro|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,id,243,512,512,data/v2/images/V2_018.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2601,bf684c45d9bb63aaae4388b365b3bc91a493b514a20f1d0e160ef40beb1091e2,e16d6585de361ddeaef87c09bb8bebe4aab6dab46c2ba218595ce0915fc9b790,3
V2_019,SEM-92B4FA22CEDB29E6,palette_id=blanco_negro_gris|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,medio,id,244,512,512,data/v2/images/V2_019.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2586,fcdb0b6d2b0fd6cfb94fddec26bc9b75a3bc75e430f55e88d94198e91c25ec52,4537ca873e501449358ff3acadff76c2fec5303a448a223cfebd4de254242b96,3
V2_020,SEM-A02450BA65AD4237,palette_id=multicolor_tierra|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,medio,id,245,512,512,data/v2/images/V2_020.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2884,a51d8171e9deca41cc2f3a0e5edb928794edce5c0b4f7fbae9ed7ee3b1af86bb,27935e1a6ce018fa88cbbb0ed02a7c6cbffe15c205411f3454ce1cfaf296e5c0,4
V2_021,SEM-C35EEC4AAFF32C4A,palette_id=rojo_negro_crema|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,246,512,512,data/v2/images/V2_021.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4440,20f0a761fe77fec3e1174425afc5492c344e7fc86cfb20199d327091bf332653,9bf353e8a9ffcce8a56ae0ed1fd34adf6cc5c015e3826a75f863496ce2c0af33,3
V2_022,SEM-14694FF153156266,palette_id=azul_crema_marron|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,247,512,512,data/v2/images/V2_022.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4440,b2ee36d4e741e05cefd5662ed2efa75fee0f3f26d7b9c8c4012f450d3ff3eb39,be944f2d0c814cce7950efdcf4b630b2e8ea1cf28340ed1336db9bca30f40d13,3
V2_023,SEM-E2B97A08DEBB8084,palette_id=ocre_marron_negro|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,248,512,512,data/v2/images/V2_023.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4433,e3d659b385a08df363be4257ad7aefdf51eb26b87e86aaa8e666012feb79fe6b,d2a753913754e2e42507b6873ac13bc6d0d59bba38c42112a36d24c0bc0035b0,3
V2_024,SEM-E18D189C6A8F47C1,palette_id=blanco_negro_gris|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,249,512,512,data/v2/images/V2_024.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4406,3e9c0b3194b04e129a74becb9158a947b8acec548978720558889334ee308406,21af50e1594ec494d8d793207302fb22dc5ec238926a55bc332b52d08df3c0eb,3
V2_025,SEM-07F558960B386287,palette_id=multicolor_tierra|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,multicolor_tierra,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,250,512,512,data/v2/images/V2_025.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3675,4eb6bc9bfc945a894e712d668b8156d39ddfc3e927dc8275a2da2965aec8cebf,5461c588d6899ad3c474b3751fb319f155f45759370b384568a5c906ab4cbff5,4
V2_026,SEM-13F83CA2D0998B44,palette_id=rojo_negro_crema|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,rojo_negro_crema,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,251,512,512,data/v2/images/V2_026.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3804,fad0a6803e45309bbdff65a6ce9f539e2cbd864b6cfc6c0f0acdc40e89dab76a,f1ae4c4d07402d38cc4e7c5561d8d26d7a1598e9a7b3e0043251a751e6e2711f,3
V2_027,SEM-A81DDA56894526D2,palette_id=azul_crema_marron|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,azul_crema_marron,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,252,512,512,data/v2/images/V2_027.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3448,67943a9881323175ecf422066fb402c0da85d5d1419c336c955001cf312725f1,bf57842bc8ff1ce8ea1cb73192b04e78992a1112734240ad952dec18f22d701e,3
V2_028,SEM-395EB585FE6F4A0F,palette_id=ocre_marron_negro|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,ocre_marron_negro,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,253,512,512,data/v2/images/V2_028.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3298,6255deb3b5316539b518086e15465ebfaa7ffa29c7ba8cca09ae4f2e60000e46,1947a9cb0cb1139da1a350699d214ede19503413d0ef776a4f67c874a77e4df5,3
V2_029,SEM-4F620F242D17BFDE,palette_id=blanco_negro_gris|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,blanco_negro_gris,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,254,512,512,data/v2/images/V2_029.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3876,e97d66fb419431d1e354fa0056eadcf3727ba521a5472cfe3a3e7e139cdf0bad,2eb425e72cb4d254c0ac6bbd6d5c109ef37e1a7f16c20705aac5cb67ce041671,3
V2_030,SEM-395AFC2FCA575E5C,palette_id=multicolor_tierra|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,multicolor_tierra,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,255,512,512,data/v2/images/V2_030.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3580,761a9578bdda09b24f5c52015765c3e7b3b0cf6e41747ac4431d695f054f4fc0,546661e9a8519213c23d180a2ff5c10676b006608ec6a8f1449d487ed2c5589f,4
V2_031,SEM-5385CECF3CA2ED7C,palette_id=verde_ocre_crema|motif=bandas geométricas|orientation=horizontal|composition=bandas|symmetry=repetitiva,bands_horizontal,verde_ocre_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,ood_palette,256,512,512,data/v2/images/V2_031.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4071,d1fdf8f3a957a3dee786ec4e59e25a50a5f0a006fd042fa1ee5e11fa43ed0bb9,71ee3de7dc9975e2b0a35a212153fe2e8b83415a8bef4e444ab26e531c8ab84a,3
V2_032,SEM-EBDDE1D48F194248,palette_id=morado_gris_rosa|motif=bandas geométricas|orientation=horizontal|composition=bandas|symmetry=repetitiva,bands_horizontal,morado_gris_rosa,bandas geométricas,horizontal,bandas,repetitiva,bajo,ood_palette,257,512,512,data/v2/images/V2_032.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4064,2b9342ceeabaa09a4d08648df0ba75992b0fed675ef8e911e35bafdf4bdad67a,43e5d74d3afcf9c361506714db1e24f9463497b37bcc93b0fd48625417bf7ef5,3
V2_033,SEM-5B7B82044BDAE8EB,palette_id=verde_ocre_crema|motif=bandas geométricas|orientation=vertical|composition=bandas|symmetry=repetitiva,bands_vertical,verde_ocre_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,ood_palette,258,512,512,data/v2/images/V2_033.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5165,9704db0e26921ad944b6e7df89256a9c89a98caa9de54970e4ca2840f78d55cb,400a5cc59a770f2cca670ffbd4564c61f38220542c29a5adc413547e1887d938,3
V2_034,SEM-E53EDC29A9BA52BC,palette_id=morado_gris_rosa|motif=bandas geométricas|orientation=vertical|composition=bandas|symmetry=repetitiva,bands_vertical,morado_gris_rosa,bandas geométricas,vertical,bandas,repetitiva,bajo,ood_palette,259,512,512,data/v2/images/V2_034.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5157,93482e3c6801b8c7db249a65002f0863cc915d2606fdba453330a886918299a1,2fb87df061c4966cea2ed0b74e5ad95cadfc6216f2e07fb0141db2c49cbb4f7f,3
V2_035,SEM-FFE7DFAAFAF2AC61,palette_id=verde_ocre_crema|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,verde_ocre_crema,rombos,diagonal,central,bilateral,medio,ood_palette,260,512,512,data/v2/images/V2_035.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5601,a8c2ef449b4c7d05cc60309e4a5659b116643de67ff8b892b056c6905b96eb0b,2bfbb665be7b4f63d3d893669e72bfc165b21fd7afa24872edfe7f2b91dc1b35,3
V2_036,SEM-A391BDC002181DD1,palette_id=morado_gris_rosa|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,morado_gris_rosa,rombos,diagonal,central,bilateral,medio,ood_palette,261,512,512,data/v2/images/V2_036.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,5478,a986b26a4c79acfc8d28f53e478c744790a3523464cd23086fb47e53f4cf0aa3,9196d61ccd2125d08584f0c39e5c6757a7173361802d3b600cd5e63c8f86e95c,3
V2_037,SEM-5300F3F8950CB672,palette_id=verde_ocre_crema|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,verde_ocre_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,ood_palette,262,512,512,data/v2/images/V2_037.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2616,fab8498daf27cedb2ebfddf6ba7be297df95a33a84bbe735dd6fd8ff753d7a1f,eea1c1567aebb0c659e46d9553333b9e19659dabd3a5c48c6c029260c4b4be1e,3
V2_038,SEM-2D499E7E496213F7,palette_id=morado_gris_rosa|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,morado_gris_rosa,grecas escalonadas,horizontal,modular,repetitiva,medio,ood_palette,263,512,512,data/v2/images/V2_038.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,2610,41f8d4abbeea4b4a80ae832b5545eab1152bc1e35d7d6d75b24065fd8eb2d98d,8d3022e9a103c0649d652987abe579d862d02a2a7b84f18b9cfb383620bf7595,3
V2_039,SEM-99B04CC5A7706E4B,palette_id=verde_ocre_crema|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,verde_ocre_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,ood_palette,264,512,512,data/v2/images/V2_039.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4434,56cc5ebcf4985fd9bfb67b1cd2a9053717e44b9d28a63af1cd0fecb2926342a6,e7a891b6c50c9646bb49f0f7f25f012535bae13657f1e2298d32a8f9aefe391e,3
V2_040,SEM-55B6A0B004427F80,palette_id=morado_gris_rosa|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,morado_gris_rosa,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,ood_palette,265,512,512,data/v2/images/V2_040.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,4431,a6e4df9aa1df984c1b00321f199b744092634ac59180111aff64288bd9c6d5f0,30d02027dd6d0129636818654e48b577aadae8e5514ffc8d06493ff4ee8ab1e2,3
V2_041,SEM-7182256D7B84CB51,palette_id=verde_ocre_crema|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,verde_ocre_crema,motivos geométricos combinados,mixta,mixta,asimétrica,alto,ood_palette,266,512,512,data/v2/images/V2_041.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3894,387a94287c332627ce2df676a8d24aad16520e0e374a224a6dad6830b61513f0,c466f8d384292d266a7a970dfc1921ed32b3c53266a0e207bf7b1bd6ae82b6ea,3
V2_042,SEM-E7CF6ADDFBA2B989,palette_id=morado_gris_rosa|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,morado_gris_rosa,motivos geométricos combinados,mixta,mixta,asimétrica,alto,ood_palette,267,512,512,data/v2/images/V2_042.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,3285,44194309f1b823f9259c0226f7600aa23a704f227262e3866f2cbea21278cd53,6c03d1e971b6c8b5b79ace716f297a216fa4af34fe7324914a702f640d6724ff,3
V2_043,SEM-56C4D842DA98D20F,palette_id=rojo_negro_crema|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,rojo_negro_crema,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,268,512,512,data/v2/images/V2_043.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,7231,28abe9a10bb7688219a66cf78ddc89dbcd9a7e8e0fe7943df91f3ffeb04494c5,d2318c44a5353bb709f3ca8e83a95e3d839be246ccc81537333f1197ddd6ff70,3
V2_044,SEM-14E04EF9E89810AE,palette_id=azul_crema_marron|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,azul_crema_marron,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,269,512,512,data/v2/images/V2_044.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,7210,595dae6fb2f9f293e58021657268923de4a218b778c4bef1f52cb9d19b2658af,0193fe1cb9b5211de116374518919bfb884c826799c21cfd3f255c9884f3fc39,3
V2_045,SEM-65762749FD7D9D05,palette_id=ocre_marron_negro|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,ocre_marron_negro,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,270,512,512,data/v2/images/V2_045.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,7190,a37daed9d97f8d68df592805260292ace17ae9ebdf847bd25f4dc6e728049923,51a8379d916102dce368122fc3af27027273677870d3ebf3b6586e5c377debd5,3
V2_046,SEM-C6432B9E4CDBB5A7,palette_id=blanco_negro_gris|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,271,512,512,data/v2/images/V2_046.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,7217,49398b920eb1052cafbedd055bd5a0b884fb663fdb95afc0bec69b02478b825c,84b9e9366850684908ce24d07a07a097c8aa1304af885cda166a77a3450406e4,3
V2_047,SEM-2FFA4D814BEBCF16,palette_id=multicolor_tierra|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,272,512,512,data/v2/images/V2_047.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,9091,1e9c1bd7171c03d93f29c4b0a940bc54934fd909112231e3528591c8a93fad64,46c3ba7ffe40a505e9befdbd8b7d4c6fd5a5b017af773053d32c3b6e00aa0ecd,4
V2_048,SEM-EE8AABF8E6A4B9F8,palette_id=rojo_negro_crema|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,ood_pattern,273,512,512,data/v2/images/V2_048.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,9662,a6b7f6bb924e3cf574c3200a832bad71538185020b455767c0173512fea6ce5f,77e5737448d203c5b125566faeee1c5fc40eba4dd4ef4dedd127cc697b93ef3a,3
V2_049,SEM-6D37CFF774A2170A,palette_id=azul_crema_marron|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,ood_pattern,274,512,512,data/v2/images/V2_049.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.,9676,d504d9036a08a99361e7985fd80707ded0c81904cb42ce1a58d6f530c2d2a8fe,9458f3244aa6152825dc8c2dda0678161f03883120759c719fcd8d0b925c3e15,3
