query_id,query_index,candidate_id,candidate_position,image_id,semantic_id,split,pattern_id,ambiguity_level,template_id,candidate_role,is_positive,relevance_label,changed_attribute,omitted_attribute,old_value,new_value,hamming_distance,negative_type,is_global_positive_text,is_negative_global_overlap,matching_positive_image_ids,matching_positive_semantic_ids,matching_positive_count,original_palette_id,original_motif,original_orientation,original_composition,original_symmetry,candidate_palette_id,candidate_motif,candidate_orientation,candidate_composition,candidate_symmetry,candidate_text,candidate_sha256
HNQ-V2_003,2,HNC-V2_003-P04,4,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,palette_id,orientation,ocre_marron_negro,blanco_negro_gris,1,global_overlap,true,true,V2_004,SEM-7CE10D3F8F559237,1,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",edb688349ab3fb3842bd0b03e1317b202fa6f7b67f5590c5802ee1e069685283
HNQ-V2_003,2,HNC-V2_003-P05,5,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,motif,orientation,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,ocre_marron_negro,rombos,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta ocre, marrón y negro; con rombos como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",66b10f8d73fdced1919a2b75fe18f339cf174d68b379dc85fa11ffe3023e531f
HNQ-V2_004,3,HNC-V2_004-P01,1,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,symmetry,composition,repetitiva,bilateral,1,counterfactual_only,false,false,,,0,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,blanco_negro_gris,bandas geométricas,horizontal,bandas,bilateral,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría bilateral.",8c03ab0a99daabf748cd476fafe241f3213d228b7ebebc791b103ecbcc269b23
HNQ-V2_004,3,HNC-V2_004-P02,2,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,palette_id,composition,blanco_negro_gris,multicolor_tierra,1,global_overlap,true,true,V2_005,SEM-CA5D6EBFCD7B84E3,1,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",adb2799492b9914413ea999edec58a5f53b8494a59aeba0ba4cc201449833575
HNQ-V2_004,3,HNC-V2_004-P03,3,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,bajo,TPL_01,positive,true,1,,composition,,,0,not_applicable,true,false,V2_004,SEM-7CE10D3F8F559237,1,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",edb688349ab3fb3842bd0b03e1317b202fa6f7b67f5590c5802ee1e069685283
HNQ-V2_004,3,HNC-V2_004-P04,4,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,motif,composition,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,blanco_negro_gris,rombos,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con rombos como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",2a30cea826a065b70ebe3c68b92d2c7627ecf89a04d8b5bc5b6dc86d3337a798
HNQ-V2_004,3,HNC-V2_004-P05,5,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,orientation,composition,horizontal,vertical,1,global_overlap,true,true,V2_009,SEM-0EFA93DD8D5CE9AD,1,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
HNQ-V2_005,4,HNC-V2_005-P01,1,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,palette_id,symmetry,multicolor_tierra,verde_ocre_crema,1,global_overlap,true,true,V2_031,SEM-5385CECF3CA2ED7C,1,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,verde_ocre_crema,bandas geométricas,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta verde, ocre y crema; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",4510181f3d572f5916240991ce97faa61283b0617927b7c6dce23528054a1d1b
HNQ-V2_005,4,HNC-V2_005-P02,2,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,motif,symmetry,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,multicolor_tierra,rombos,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con rombos como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",817ad05eca1768cbd3d5cecdc4b29f1447c58530191a13ed03b2f85f7cfad2ec
HNQ-V2_005,4,HNC-V2_005-P03,3,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,orientation,symmetry,horizontal,vertical,1,global_overlap,true,true,V2_010,SEM-7E4D8819AF0D376B,1,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
HNQ-V2_005,4,HNC-V2_005-P04,4,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,bajo,TPL_01,hard_negative,false,0,composition,symmetry,bandas,central,1,counterfactual_only,false,false,,,0,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,multicolor_tierra,bandas geométricas,horizontal,central,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación horizontal; composición central; simetría repetitiva.",f387d73b5fd612a960d9b4715f0bd3afaa68889589981ba4c1011345a834c4e9
HNQ-V2_005,4,HNC-V2_005-P05,5,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,bajo,TPL_01,positive,true,1,,symmetry,,,0,not_applicable,true,false,V2_005,SEM-CA5D6EBFCD7B84E3,1,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva.",adb2799492b9914413ea999edec58a5f53b8494a59aeba0ba4cc201449833575
HNQ-V2_006,5,HNC-V2_006-P01,1,V2_006,SEM-4699702E8A447735,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,orientation,palette_id,vertical,diagonal,1,counterfactual_only,false,false,,,0,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,rojo_negro_crema,bandas geométricas,diagonal,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con bandas geométricas como motivo principal; orientación diagonal; composición en bandas; simetría repetitiva.",3457b4b6da87d49149ac3b3f204cd36271e3815591b1506e3f15c299f838ea51
HNQ-V2_006,5,HNC-V2_006-P02,2,V2_006,SEM-4699702E8A447735,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,composition,palette_id,bandas,central,1,counterfactual_only,false,false,,,0,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,rojo_negro_crema,bandas geométricas,vertical,central,repetitiva,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con bandas geométricas como motivo principal; orientación vertical; composición central; simetría repetitiva.",7eda95871a54ce7ed6c3ac1835badac4050fbdb6155ecc6ccc05e6ec089fa6ca
HNQ-V2_006,5,HNC-V2_006-P03,3,V2_006,SEM-4699702E8A447735,id,bands_vertical,bajo,TPL_01,positive,true,1,,palette_id,,,0,not_applicable,true,false,V2_006,SEM-4699702E8A447735,1,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",37c6aa35b8bf15ef1b40b8c44f46fbadd2a5395736edae7ce78c85e8abf72787
HNQ-V2_006,5,HNC-V2_006-P04,4,V2_006,SEM-4699702E8A447735,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,symmetry,palette_id,repetitiva,bilateral,1,counterfactual_only,false,false,,,0,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,rojo_negro_crema,bandas geométricas,vertical,bandas,bilateral,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría bilateral.",17fabf668002b6d4c9ca4c185c0e961953b0b999183e8a0142b89221ab50a7ee
HNQ-V2_006,5,HNC-V2_006-P05,5,V2_006,SEM-4699702E8A447735,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,motif,palette_id,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,rojo_negro_crema,rombos,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con rombos como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",6c81281bf6c6ee1a09619580ba034b4156a86368facb447a287c793268c593f7
HNQ-V2_007,6,HNC-V2_007-P01,1,V2_007,SEM-657EAE79EA891854,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,composition,motif,bandas,central,1,counterfactual_only,false,false,,,0,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,azul_crema_marron,bandas geométricas,vertical,central,repetitiva,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con bandas geométricas como motivo principal; orientación vertical; composición central; simetría repetitiva.",f3b1267bff4fc11337005df665e4681152463874cd05834f0df02915d6276cf8
HNQ-V2_007,6,HNC-V2_007-P02,2,V2_007,SEM-657EAE79EA891854,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,symmetry,motif,repetitiva,bilateral,1,counterfactual_only,false,false,,,0,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,azul_crema_marron,bandas geométricas,vertical,bandas,bilateral,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría bilateral.",f8da901fa8e5833dbdfe4a165f61c4b4807771c6b8d98370d941dbf1780ab091
HNQ-V2_007,6,HNC-V2_007-P03,3,V2_007,SEM-657EAE79EA891854,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,palette_id,motif,azul_crema_marron,ocre_marron_negro,1,global_overlap,true,true,V2_008,SEM-F49183E2AB7334C9,1,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta ocre, marrón y negro; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",dc95cbf8badee2b2fea8d2d26e3eeb726a78c4c1c4fb6e2f4c0af6ec52ea0d51
HNQ-V2_007,6,HNC-V2_007-P04,4,V2_007,SEM-657EAE79EA891854,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,orientation,motif,vertical,diagonal,1,counterfactual_only,false,false,,,0,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,azul_crema_marron,bandas geométricas,diagonal,bandas,repetitiva,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con bandas geométricas como motivo principal; orientación diagonal; composición en bandas; simetría repetitiva.",67544716790e2e1b48e25cd5c35d08e01e3709e0eb5da71724aa85a8831bc714
HNQ-V2_007,6,HNC-V2_007-P05,5,V2_007,SEM-657EAE79EA891854,id,bands_vertical,bajo,TPL_01,positive,true,1,,motif,,,0,not_applicable,true,false,V2_007,SEM-657EAE79EA891854,1,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",7f8c12c6b6b9f23631236e8d578e793464df7022624cd580e5a3ee4793cfddb9
HNQ-V2_008,7,HNC-V2_008-P01,1,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,symmetry,orientation,repetitiva,bilateral,1,counterfactual_only,false,false,,,0,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,ocre_marron_negro,bandas geométricas,vertical,bandas,bilateral,"Patrón geométrico sintético con paleta ocre, marrón y negro; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría bilateral.",280ef9b11f22b87d581bdef3ec92fb461134fb5d616773838add2de4a14a1334
HNQ-V2_008,7,HNC-V2_008-P02,2,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,bajo,TPL_01,positive,true,1,,orientation,,,0,not_applicable,true,false,V2_008,SEM-F49183E2AB7334C9,1,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta ocre, marrón y negro; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",dc95cbf8badee2b2fea8d2d26e3eeb726a78c4c1c4fb6e2f4c0af6ec52ea0d51
HNQ-V2_008,7,HNC-V2_008-P03,3,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,palette_id,orientation,ocre_marron_negro,blanco_negro_gris,1,global_overlap,true,true,V2_009,SEM-0EFA93DD8D5CE9AD,1,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
HNQ-V2_008,7,HNC-V2_008-P04,4,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,motif,orientation,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,ocre_marron_negro,rombos,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta ocre, marrón y negro; con rombos como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",389b90a47536426b5cdf8f8ab9ad8fbd399ac2238de305ebd28f4aed7a939b05
HNQ-V2_008,7,HNC-V2_008-P05,5,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,composition,orientation,bandas,central,1,counterfactual_only,false,false,,,0,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,ocre_marron_negro,bandas geométricas,vertical,central,repetitiva,"Patrón geométrico sintético con paleta ocre, marrón y negro; con bandas geométricas como motivo principal; orientación vertical; composición central; simetría repetitiva.",beebc628cf4212b55f3d7fd3ef5506dcd630c164b26f8614a602a4c66231e80a
HNQ-V2_009,8,HNC-V2_009-P01,1,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,palette_id,composition,blanco_negro_gris,multicolor_tierra,1,global_overlap,true,true,V2_010,SEM-7E4D8819AF0D376B,1,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
HNQ-V2_009,8,HNC-V2_009-P02,2,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,motif,composition,bandas geométricas,rombos,1,counterfactual_only,false,false,,,0,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,blanco_negro_gris,rombos,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con rombos como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",718066e98b37ce7726ddd38bf3964827dd29b10e7c5cbdfe422a1867341dc41c
HNQ-V2_009,8,HNC-V2_009-P03,3,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,orientation,composition,vertical,diagonal,1,counterfactual_only,false,false,,,0,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,blanco_negro_gris,bandas geométricas,diagonal,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación diagonal; composición en bandas; simetría repetitiva.",5f20b2ac868850164b024da6abade2a3fb1f69e438fe1f8e711021c44729395f
HNQ-V2_009,8,HNC-V2_009-P04,4,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,bajo,TPL_01,positive,true,1,,composition,,,0,not_applicable,true,false,V2_009,SEM-0EFA93DD8D5CE9AD,1,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5
HNQ-V2_009,8,HNC-V2_009-P05,5,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,bajo,TPL_01,hard_negative,false,0,symmetry,composition,repetitiva,bilateral,1,counterfactual_only,false,false,,,0,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,blanco_negro_gris,bandas geométricas,vertical,bandas,bilateral,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría bilateral.",0501f192d9a0058f253ac034ffefbaee7d87ed8d29bd26b892c519f3558f6b01
HNQ-V2_010,9,HNC-V2_010-P01,1,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,bajo,TPL_01,positive,true,1,,symmetry,,,0,not_applicable,true,false,V2_010,SEM-7E4D8819AF0D376B,1,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva.",551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875
