image_id,semantic_id,structure_id,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,split,image_path,file_sha256,pixel_sha256,canonical_caption_id,canonical_caption_text,positive_caption_ids,positive_caption_count,colorless_caption_ids,colorless_caption_count
V2_011,SEM-E6BF74678BDAC828,STR-83B17E3514D80A83,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,id,data/v2/images/V2_011.png,89cf57b40f8020da0a6072d9701ed725bf96f606c5a96ac6fd5d57781a8318f4,26e2b3ea758e9db47f9d22f2fc47663e4810d11f9ec6faa03f9ee006ea483917,CAP-V2_011-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral.",CAP-V2_011-TPL_01|CAP-V2_011-TPL_02|CAP-V2_011-TPL_03|CAP-V2_011-TPL_04|CAP-V2_011-TPL_05,5,SCAP-83B17E3514D80A83-TPL_01|SCAP-83B17E3514D80A83-TPL_02|SCAP-83B17E3514D80A83-TPL_03|SCAP-83B17E3514D80A83-TPL_04|SCAP-83B17E3514D80A83-TPL_05,5
V2_012,SEM-F5F0E5F56F3B9CDD,STR-83B17E3514D80A83,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,id,data/v2/images/V2_012.png,8298e2d16aad72ba59cb9d304157eb982b9cd08ec5fe21095e3926f7a86757d0,fc0a406e9e1971ba1d5a0e20eeee055fb0749682f82f147a33de013da7d31adb,CAP-V2_012-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral.",CAP-V2_012-TPL_01|CAP-V2_012-TPL_02|CAP-V2_012-TPL_03|CAP-V2_012-TPL_04|CAP-V2_012-TPL_05,5,SCAP-83B17E3514D80A83-TPL_01|SCAP-83B17E3514D80A83-TPL_02|SCAP-83B17E3514D80A83-TPL_03|SCAP-83B17E3514D80A83-TPL_04|SCAP-83B17E3514D80A83-TPL_05,5
V2_013,SEM-6C847486A44390D1,STR-83B17E3514D80A83,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,id,data/v2/images/V2_013.png,a722d18ab44e6b191036b866937ba8af63db36ea57e9536a4534849238101a17,6b57beec739e4040a429340a2b56b762ffcf84880dfe146b25882674fc8bc563,CAP-V2_013-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral.",CAP-V2_013-TPL_01|CAP-V2_013-TPL_02|CAP-V2_013-TPL_03|CAP-V2_013-TPL_04|CAP-V2_013-TPL_05,5,SCAP-83B17E3514D80A83-TPL_01|SCAP-83B17E3514D80A83-TPL_02|SCAP-83B17E3514D80A83-TPL_03|SCAP-83B17E3514D80A83-TPL_04|SCAP-83B17E3514D80A83-TPL_05,5
V2_014,SEM-B0502F5A4E58AF67,STR-83B17E3514D80A83,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,id,data/v2/images/V2_014.png,6f109a47c9fc1d8d2528f5f947fb8f6f173794208b858e57453cd3b969b64e6d,67709f7b25cafec73e4b9c04afe0d5c9756f04f8a9a18bde37158dc862ba3922,CAP-V2_014-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral.",CAP-V2_014-TPL_01|CAP-V2_014-TPL_02|CAP-V2_014-TPL_03|CAP-V2_014-TPL_04|CAP-V2_014-TPL_05,5,SCAP-83B17E3514D80A83-TPL_01|SCAP-83B17E3514D80A83-TPL_02|SCAP-83B17E3514D80A83-TPL_03|SCAP-83B17E3514D80A83-TPL_04|SCAP-83B17E3514D80A83-TPL_05,5
V2_015,SEM-48FFBCDFBB1178FE,STR-83B17E3514D80A83,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,id,data/v2/images/V2_015.png,62612e23a7f187a9fbc7870bed039808d87def9cc007561c97cb3cec112ff83e,cd3e11489dffb6e3d34bf2c2fdd9e90dcb5a950bf81e5eb8c193150ce1cf980b,CAP-V2_015-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral.",CAP-V2_015-TPL_01|CAP-V2_015-TPL_02|CAP-V2_015-TPL_03|CAP-V2_015-TPL_04|CAP-V2_015-TPL_05,5,SCAP-83B17E3514D80A83-TPL_01|SCAP-83B17E3514D80A83-TPL_02|SCAP-83B17E3514D80A83-TPL_03|SCAP-83B17E3514D80A83-TPL_04|SCAP-83B17E3514D80A83-TPL_05,5
V2_016,SEM-1F7D0D80E51AE939,STR-32D96D397FD7BD30,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,id,data/v2/images/V2_016.png,e00bd378be04128bf4c2df082b5654313068859bfe2c9ab3ace578fa0f5e589a,32e61f79010784ef11956cec4d38c171772e38fcb39ceb5becdb11df76b5db50,CAP-V2_016-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.",CAP-V2_016-TPL_01|CAP-V2_016-TPL_02|CAP-V2_016-TPL_03|CAP-V2_016-TPL_04|CAP-V2_016-TPL_05,5,SCAP-32D96D397FD7BD30-TPL_01|SCAP-32D96D397FD7BD30-TPL_02|SCAP-32D96D397FD7BD30-TPL_03|SCAP-32D96D397FD7BD30-TPL_04|SCAP-32D96D397FD7BD30-TPL_05,5
V2_017,SEM-B4047E6372E8425A,STR-32D96D397FD7BD30,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,id,data/v2/images/V2_017.png,7b0dc7665c34ec922755881436e6625ab8568b0c0ea1c840d5a9d47989c3ffc6,c1c1c357ffd5ec641d328b71175f7fac6270d862ce70c8cdd02d8da69a6e183f,CAP-V2_017-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.",CAP-V2_017-TPL_01|CAP-V2_017-TPL_02|CAP-V2_017-TPL_03|CAP-V2_017-TPL_04|CAP-V2_017-TPL_05,5,SCAP-32D96D397FD7BD30-TPL_01|SCAP-32D96D397FD7BD30-TPL_02|SCAP-32D96D397FD7BD30-TPL_03|SCAP-32D96D397FD7BD30-TPL_04|SCAP-32D96D397FD7BD30-TPL_05,5
V2_018,SEM-8DD56A09C7883053,STR-32D96D397FD7BD30,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,id,data/v2/images/V2_018.png,bf684c45d9bb63aaae4388b365b3bc91a493b514a20f1d0e160ef40beb1091e2,e16d6585de361ddeaef87c09bb8bebe4aab6dab46c2ba218595ce0915fc9b790,CAP-V2_018-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.",CAP-V2_018-TPL_01|CAP-V2_018-TPL_02|CAP-V2_018-TPL_03|CAP-V2_018-TPL_04|CAP-V2_018-TPL_05,5,SCAP-32D96D397FD7BD30-TPL_01|SCAP-32D96D397FD7BD30-TPL_02|SCAP-32D96D397FD7BD30-TPL_03|SCAP-32D96D397FD7BD30-TPL_04|SCAP-32D96D397FD7BD30-TPL_05,5
V2_019,SEM-92B4FA22CEDB29E6,STR-32D96D397FD7BD30,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,medio,id,data/v2/images/V2_019.png,fcdb0b6d2b0fd6cfb94fddec26bc9b75a3bc75e430f55e88d94198e91c25ec52,4537ca873e501449358ff3acadff76c2fec5303a448a223cfebd4de254242b96,CAP-V2_019-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.",CAP-V2_019-TPL_01|CAP-V2_019-TPL_02|CAP-V2_019-TPL_03|CAP-V2_019-TPL_04|CAP-V2_019-TPL_05,5,SCAP-32D96D397FD7BD30-TPL_01|SCAP-32D96D397FD7BD30-TPL_02|SCAP-32D96D397FD7BD30-TPL_03|SCAP-32D96D397FD7BD30-TPL_04|SCAP-32D96D397FD7BD30-TPL_05,5
V2_020,SEM-A02450BA65AD4237,STR-32D96D397FD7BD30,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,medio,id,data/v2/images/V2_020.png,a51d8171e9deca41cc2f3a0e5edb928794edce5c0b4f7fbae9ed7ee3b1af86bb,27935e1a6ce018fa88cbbb0ed02a7c6cbffe15c205411f3454ce1cfaf296e5c0,CAP-V2_020-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva.",CAP-V2_020-TPL_01|CAP-V2_020-TPL_02|CAP-V2_020-TPL_03|CAP-V2_020-TPL_04|CAP-V2_020-TPL_05,5,SCAP-32D96D397FD7BD30-TPL_01|SCAP-32D96D397FD7BD30-TPL_02|SCAP-32D96D397FD7BD30-TPL_03|SCAP-32D96D397FD7BD30-TPL_04|SCAP-32D96D397FD7BD30-TPL_05,5
V2_021,SEM-C35EEC4AAFF32C4A,STR-EFDC071AF166C8C3,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,data/v2/images/V2_021.png,20f0a761fe77fec3e1174425afc5492c344e7fc86cfb20199d327091bf332653,9bf353e8a9ffcce8a56ae0ed1fd34adf6cc5c015e3826a75f863496ce2c0af33,CAP-V2_021-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.",CAP-V2_021-TPL_01|CAP-V2_021-TPL_02|CAP-V2_021-TPL_03|CAP-V2_021-TPL_04|CAP-V2_021-TPL_05,5,SCAP-EFDC071AF166C8C3-TPL_01|SCAP-EFDC071AF166C8C3-TPL_02|SCAP-EFDC071AF166C8C3-TPL_03|SCAP-EFDC071AF166C8C3-TPL_04|SCAP-EFDC071AF166C8C3-TPL_05,5
V2_022,SEM-14694FF153156266,STR-EFDC071AF166C8C3,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,data/v2/images/V2_022.png,b2ee36d4e741e05cefd5662ed2efa75fee0f3f26d7b9c8c4012f450d3ff3eb39,be944f2d0c814cce7950efdcf4b630b2e8ea1cf28340ed1336db9bca30f40d13,CAP-V2_022-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.",CAP-V2_022-TPL_01|CAP-V2_022-TPL_02|CAP-V2_022-TPL_03|CAP-V2_022-TPL_04|CAP-V2_022-TPL_05,5,SCAP-EFDC071AF166C8C3-TPL_01|SCAP-EFDC071AF166C8C3-TPL_02|SCAP-EFDC071AF166C8C3-TPL_03|SCAP-EFDC071AF166C8C3-TPL_04|SCAP-EFDC071AF166C8C3-TPL_05,5
V2_023,SEM-E2B97A08DEBB8084,STR-EFDC071AF166C8C3,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,data/v2/images/V2_023.png,e3d659b385a08df363be4257ad7aefdf51eb26b87e86aaa8e666012feb79fe6b,d2a753913754e2e42507b6873ac13bc6d0d59bba38c42112a36d24c0bc0035b0,CAP-V2_023-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.",CAP-V2_023-TPL_01|CAP-V2_023-TPL_02|CAP-V2_023-TPL_03|CAP-V2_023-TPL_04|CAP-V2_023-TPL_05,5,SCAP-EFDC071AF166C8C3-TPL_01|SCAP-EFDC071AF166C8C3-TPL_02|SCAP-EFDC071AF166C8C3-TPL_03|SCAP-EFDC071AF166C8C3-TPL_04|SCAP-EFDC071AF166C8C3-TPL_05,5
V2_024,SEM-E18D189C6A8F47C1,STR-EFDC071AF166C8C3,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,data/v2/images/V2_024.png,3e9c0b3194b04e129a74becb9158a947b8acec548978720558889334ee308406,21af50e1594ec494d8d793207302fb22dc5ec238926a55bc332b52d08df3c0eb,CAP-V2_024-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.",CAP-V2_024-TPL_01|CAP-V2_024-TPL_02|CAP-V2_024-TPL_03|CAP-V2_024-TPL_04|CAP-V2_024-TPL_05,5,SCAP-EFDC071AF166C8C3-TPL_01|SCAP-EFDC071AF166C8C3-TPL_02|SCAP-EFDC071AF166C8C3-TPL_03|SCAP-EFDC071AF166C8C3-TPL_04|SCAP-EFDC071AF166C8C3-TPL_05,5
V2_025,SEM-07F558960B386287,STR-EFDC071AF166C8C3,grid_reticular,multicolor_tierra,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,data/v2/images/V2_025.png,4eb6bc9bfc945a894e712d668b8156d39ddfc3e927dc8275a2da2965aec8cebf,5461c588d6899ad3c474b3751fb319f155f45759370b384568a5c906ab4cbff5,CAP-V2_025-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva.",CAP-V2_025-TPL_01|CAP-V2_025-TPL_02|CAP-V2_025-TPL_03|CAP-V2_025-TPL_04|CAP-V2_025-TPL_05,5,SCAP-EFDC071AF166C8C3-TPL_01|SCAP-EFDC071AF166C8C3-TPL_02|SCAP-EFDC071AF166C8C3-TPL_03|SCAP-EFDC071AF166C8C3-TPL_04|SCAP-EFDC071AF166C8C3-TPL_05,5
V2_026,SEM-13F83CA2D0998B44,STR-7193EBD1DE12399C,mixed_asymmetric,rojo_negro_crema,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,data/v2/images/V2_026.png,fad0a6803e45309bbdff65a6ce9f539e2cbd864b6cfc6c0f0acdc40e89dab76a,f1ae4c4d07402d38cc4e7c5561d8d26d7a1598e9a7b3e0043251a751e6e2711f,CAP-V2_026-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica.",CAP-V2_026-TPL_01|CAP-V2_026-TPL_02|CAP-V2_026-TPL_03|CAP-V2_026-TPL_04|CAP-V2_026-TPL_05,5,SCAP-7193EBD1DE12399C-TPL_01|SCAP-7193EBD1DE12399C-TPL_02|SCAP-7193EBD1DE12399C-TPL_03|SCAP-7193EBD1DE12399C-TPL_04|SCAP-7193EBD1DE12399C-TPL_05,5
V2_027,SEM-A81DDA56894526D2,STR-7193EBD1DE12399C,mixed_asymmetric,azul_crema_marron,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,data/v2/images/V2_027.png,67943a9881323175ecf422066fb402c0da85d5d1419c336c955001cf312725f1,bf57842bc8ff1ce8ea1cb73192b04e78992a1112734240ad952dec18f22d701e,CAP-V2_027-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica.",CAP-V2_027-TPL_01|CAP-V2_027-TPL_02|CAP-V2_027-TPL_03|CAP-V2_027-TPL_04|CAP-V2_027-TPL_05,5,SCAP-7193EBD1DE12399C-TPL_01|SCAP-7193EBD1DE12399C-TPL_02|SCAP-7193EBD1DE12399C-TPL_03|SCAP-7193EBD1DE12399C-TPL_04|SCAP-7193EBD1DE12399C-TPL_05,5
V2_028,SEM-395EB585FE6F4A0F,STR-7193EBD1DE12399C,mixed_asymmetric,ocre_marron_negro,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,data/v2/images/V2_028.png,6255deb3b5316539b518086e15465ebfaa7ffa29c7ba8cca09ae4f2e60000e46,1947a9cb0cb1139da1a350699d214ede19503413d0ef776a4f67c874a77e4df5,CAP-V2_028-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica.",CAP-V2_028-TPL_01|CAP-V2_028-TPL_02|CAP-V2_028-TPL_03|CAP-V2_028-TPL_04|CAP-V2_028-TPL_05,5,SCAP-7193EBD1DE12399C-TPL_01|SCAP-7193EBD1DE12399C-TPL_02|SCAP-7193EBD1DE12399C-TPL_03|SCAP-7193EBD1DE12399C-TPL_04|SCAP-7193EBD1DE12399C-TPL_05,5
V2_029,SEM-4F620F242D17BFDE,STR-7193EBD1DE12399C,mixed_asymmetric,blanco_negro_gris,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,data/v2/images/V2_029.png,e97d66fb419431d1e354fa0056eadcf3727ba521a5472cfe3a3e7e139cdf0bad,2eb425e72cb4d254c0ac6bbd6d5c109ef37e1a7f16c20705aac5cb67ce041671,CAP-V2_029-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con motivos geométricos combinados como motivo principal; orientación mixta; composición mixta; simetría asimétrica.",CAP-V2_029-TPL_01|CAP-V2_029-TPL_02|CAP-V2_029-TPL_03|CAP-V2_029-TPL_04|CAP-V2_029-TPL_05,5,SCAP-7193EBD1DE12399C-TPL_01|SCAP-7193EBD1DE12399C-TPL_02|SCAP-7193EBD1DE12399C-TPL_03|SCAP-7193EBD1DE12399C-TPL_04|SCAP-7193EBD1DE12399C-TPL_05,5
