image_id,semantic_id,semantic_signature,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,split,seed,image_width,image_height,image_path,generator_version,source,usage_restriction
V2_011,SEM-E6BF74678BDAC828,palette_id=rojo_negro_crema|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,id,236,512,512,data/v2/images/V2_011.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_012,SEM-F5F0E5F56F3B9CDD,palette_id=azul_crema_marron|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,id,237,512,512,data/v2/images/V2_012.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_013,SEM-6C847486A44390D1,palette_id=ocre_marron_negro|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,id,238,512,512,data/v2/images/V2_013.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_014,SEM-B0502F5A4E58AF67,palette_id=blanco_negro_gris|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,id,239,512,512,data/v2/images/V2_014.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_015,SEM-48FFBCDFBB1178FE,palette_id=multicolor_tierra|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,id,240,512,512,data/v2/images/V2_015.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_016,SEM-1F7D0D80E51AE939,palette_id=rojo_negro_crema|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,id,241,512,512,data/v2/images/V2_016.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_017,SEM-B4047E6372E8425A,palette_id=azul_crema_marron|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,id,242,512,512,data/v2/images/V2_017.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_018,SEM-8DD56A09C7883053,palette_id=ocre_marron_negro|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,id,243,512,512,data/v2/images/V2_018.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_019,SEM-92B4FA22CEDB29E6,palette_id=blanco_negro_gris|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,blanco_negro_gris,grecas escalonadas,horizontal,modular,repetitiva,medio,id,244,512,512,data/v2/images/V2_019.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_020,SEM-A02450BA65AD4237,palette_id=multicolor_tierra|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,multicolor_tierra,grecas escalonadas,horizontal,modular,repetitiva,medio,id,245,512,512,data/v2/images/V2_020.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_021,SEM-C35EEC4AAFF32C4A,palette_id=rojo_negro_crema|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,rojo_negro_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,246,512,512,data/v2/images/V2_021.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_022,SEM-14694FF153156266,palette_id=azul_crema_marron|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,azul_crema_marron,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,247,512,512,data/v2/images/V2_022.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_023,SEM-E2B97A08DEBB8084,palette_id=ocre_marron_negro|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,ocre_marron_negro,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,248,512,512,data/v2/images/V2_023.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_024,SEM-E18D189C6A8F47C1,palette_id=blanco_negro_gris|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,blanco_negro_gris,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,249,512,512,data/v2/images/V2_024.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_025,SEM-07F558960B386287,palette_id=multicolor_tierra|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,multicolor_tierra,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,id,250,512,512,data/v2/images/V2_025.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_026,SEM-13F83CA2D0998B44,palette_id=rojo_negro_crema|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,rojo_negro_crema,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,251,512,512,data/v2/images/V2_026.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_027,SEM-A81DDA56894526D2,palette_id=azul_crema_marron|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,azul_crema_marron,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,252,512,512,data/v2/images/V2_027.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_028,SEM-395EB585FE6F4A0F,palette_id=ocre_marron_negro|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,ocre_marron_negro,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,253,512,512,data/v2/images/V2_028.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_029,SEM-4F620F242D17BFDE,palette_id=blanco_negro_gris|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,blanco_negro_gris,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,254,512,512,data/v2/images/V2_029.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_030,SEM-395AFC2FCA575E5C,palette_id=multicolor_tierra|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,multicolor_tierra,motivos geométricos combinados,mixta,mixta,asimétrica,alto,id,255,512,512,data/v2/images/V2_030.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_031,SEM-5385CECF3CA2ED7C,palette_id=verde_ocre_crema|motif=bandas geométricas|orientation=horizontal|composition=bandas|symmetry=repetitiva,bands_horizontal,verde_ocre_crema,bandas geométricas,horizontal,bandas,repetitiva,bajo,ood_palette,256,512,512,data/v2/images/V2_031.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_032,SEM-EBDDE1D48F194248,palette_id=morado_gris_rosa|motif=bandas geométricas|orientation=horizontal|composition=bandas|symmetry=repetitiva,bands_horizontal,morado_gris_rosa,bandas geométricas,horizontal,bandas,repetitiva,bajo,ood_palette,257,512,512,data/v2/images/V2_032.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_033,SEM-5B7B82044BDAE8EB,palette_id=verde_ocre_crema|motif=bandas geométricas|orientation=vertical|composition=bandas|symmetry=repetitiva,bands_vertical,verde_ocre_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,ood_palette,258,512,512,data/v2/images/V2_033.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_034,SEM-E53EDC29A9BA52BC,palette_id=morado_gris_rosa|motif=bandas geométricas|orientation=vertical|composition=bandas|symmetry=repetitiva,bands_vertical,morado_gris_rosa,bandas geométricas,vertical,bandas,repetitiva,bajo,ood_palette,259,512,512,data/v2/images/V2_034.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_035,SEM-FFE7DFAAFAF2AC61,palette_id=verde_ocre_crema|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,verde_ocre_crema,rombos,diagonal,central,bilateral,medio,ood_palette,260,512,512,data/v2/images/V2_035.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_036,SEM-A391BDC002181DD1,palette_id=morado_gris_rosa|motif=rombos|orientation=diagonal|composition=central|symmetry=bilateral,diamonds_central,morado_gris_rosa,rombos,diagonal,central,bilateral,medio,ood_palette,261,512,512,data/v2/images/V2_036.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_037,SEM-5300F3F8950CB672,palette_id=verde_ocre_crema|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,verde_ocre_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,ood_palette,262,512,512,data/v2/images/V2_037.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_038,SEM-2D499E7E496213F7,palette_id=morado_gris_rosa|motif=grecas escalonadas|orientation=horizontal|composition=modular|symmetry=repetitiva,grecas_modular,morado_gris_rosa,grecas escalonadas,horizontal,modular,repetitiva,medio,ood_palette,263,512,512,data/v2/images/V2_038.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_039,SEM-99B04CC5A7706E4B,palette_id=verde_ocre_crema|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,verde_ocre_crema,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,ood_palette,264,512,512,data/v2/images/V2_039.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_040,SEM-55B6A0B004427F80,palette_id=morado_gris_rosa|motif=cuadrícula geométrica|orientation=bidireccional|composition=reticular|symmetry=repetitiva,grid_reticular,morado_gris_rosa,cuadrícula geométrica,bidireccional,reticular,repetitiva,bajo,ood_palette,265,512,512,data/v2/images/V2_040.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_041,SEM-7182256D7B84CB51,palette_id=verde_ocre_crema|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,verde_ocre_crema,motivos geométricos combinados,mixta,mixta,asimétrica,alto,ood_palette,266,512,512,data/v2/images/V2_041.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_042,SEM-E7CF6ADDFBA2B989,palette_id=morado_gris_rosa|motif=motivos geométricos combinados|orientation=mixta|composition=mixta|symmetry=asimétrica,mixed_asymmetric,morado_gris_rosa,motivos geométricos combinados,mixta,mixta,asimétrica,alto,ood_palette,267,512,512,data/v2/images/V2_042.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_043,SEM-56C4D842DA98D20F,palette_id=rojo_negro_crema|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,rojo_negro_crema,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,268,512,512,data/v2/images/V2_043.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_044,SEM-14E04EF9E89810AE,palette_id=azul_crema_marron|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,azul_crema_marron,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,269,512,512,data/v2/images/V2_044.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_045,SEM-65762749FD7D9D05,palette_id=ocre_marron_negro|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,ocre_marron_negro,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,270,512,512,data/v2/images/V2_045.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_046,SEM-C6432B9E4CDBB5A7,palette_id=blanco_negro_gris|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,blanco_negro_gris,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,271,512,512,data/v2/images/V2_046.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_047,SEM-2FFA4D814BEBCF16,palette_id=multicolor_tierra|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,multicolor_tierra,chevrones,diagonal,bandas,repetitiva,medio,ood_pattern,272,512,512,data/v2/images/V2_047.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_048,SEM-EE8AABF8E6A4B9F8,palette_id=rojo_negro_crema|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,rojo_negro_crema,círculos concéntricos,radial,central,radial,bajo,ood_pattern,273,512,512,data/v2/images/V2_048.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_049,SEM-6D37CFF774A2170A,palette_id=azul_crema_marron|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,azul_crema_marron,círculos concéntricos,radial,central,radial,bajo,ood_pattern,274,512,512,data/v2/images/V2_049.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_050,SEM-FC6C9490A1241F7A,palette_id=ocre_marron_negro|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,ocre_marron_negro,círculos concéntricos,radial,central,radial,bajo,ood_pattern,275,512,512,data/v2/images/V2_050.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_051,SEM-0920FB69B33089FA,palette_id=blanco_negro_gris|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,blanco_negro_gris,círculos concéntricos,radial,central,radial,bajo,ood_pattern,276,512,512,data/v2/images/V2_051.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_052,SEM-E1BF16D5596893CB,palette_id=multicolor_tierra|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,multicolor_tierra,círculos concéntricos,radial,central,radial,bajo,ood_pattern,277,512,512,data/v2/images/V2_052.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_053,SEM-20B860903E0F0C0C,palette_id=verde_ocre_crema|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,verde_ocre_crema,chevrones,diagonal,bandas,repetitiva,medio,ood_both,278,512,512,data/v2/images/V2_053.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_054,SEM-C4C38215AF96E506,palette_id=morado_gris_rosa|motif=chevrones|orientation=diagonal|composition=bandas|symmetry=repetitiva,chevrons_diagonal,morado_gris_rosa,chevrones,diagonal,bandas,repetitiva,medio,ood_both,279,512,512,data/v2/images/V2_054.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_055,SEM-B3C4DB2C1AD51CA9,palette_id=verde_ocre_crema|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,verde_ocre_crema,círculos concéntricos,radial,central,radial,bajo,ood_both,280,512,512,data/v2/images/V2_055.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
V2_056,SEM-1076CAB99B86DF83,palette_id=morado_gris_rosa|motif=círculos concéntricos|orientation=radial|composition=central|symmetry=radial,circles_concentric,morado_gris_rosa,círculos concéntricos,radial,central,radial,bajo,ood_both,281,512,512,data/v2/images/V2_056.png,2.0,synthetic_rule_based,Solo evaluación académica controlada; no usar para identificación cultural ni validación patrimonial.
