image_id,rank,text_id,candidate_image_id,caption_col,caption,score,is_correct
T003,1,T033_caption_1,T033,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.2843455970287323,False
T003,2,T003_caption_1,T003,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.2843455970287323,True
T003,3,T023_caption_1,T023,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta ocre, marron, negro.",0.28031983971595764,False
T003,4,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.27766624093055725,False
T003,5,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.27766624093055725,False
T003,6,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.27392148971557617,False
T003,7,T018_caption_1,T018,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta ocre, marron, negro.",0.2694788873195648,False
T003,8,T021_caption_1,T021,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta rojo, negro, crema.",0.26331573724746704,False
T003,9,T011_caption_1,T011,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta rojo, negro, crema.",0.26299992203712463,False
T003,10,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.26085564494132996,False
T004,1,T014_caption_1,T014,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta blanco, negro, gris.",0.3072253167629242,False
T004,2,T019_caption_1,T019,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta blanco, negro, gris.",0.30557146668434143,False
T004,3,T029_caption_1,T029,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta blanco, negro, gris.",0.2932061553001404,False
T004,4,T039_caption_1,T039,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.2882866859436035,False
T004,5,T009_caption_1,T009,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.2882866859436035,False
T004,6,T024_caption_1,T024,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta blanco, negro, gris.",0.2831266224384308,False
T004,7,T034_caption_1,T034,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.2778145968914032,False
T004,8,T004_caption_1,T004,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.2778145968914032,True
T004,9,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.2748425304889679,False
T004,10,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.2735763490200043,False
T005,1,T020_caption_1,T020,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta multicolor, tierra.",0.27238568663597107,False
T005,2,T025_caption_1,T025,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta multicolor, tierra.",0.2706949710845947,False
T005,3,T030_caption_1,T030,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta multicolor, tierra.",0.27061590552330017,False
T005,4,T015_caption_1,T015,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta multicolor, tierra.",0.2693136930465698,False
T005,5,T005_caption_1,T005,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta multicolor, tierra.",0.2653998136520386,True
T005,6,T035_caption_1,T035,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta multicolor, tierra.",0.2653998136520386,False
T005,7,T012_caption_1,T012,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta azul, crema, marron.",0.25512874126434326,False
T005,8,T017_caption_1,T017,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta azul, crema, marron.",0.2520211935043335,False
T005,9,T027_caption_1,T027,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta azul, crema, marron.",0.2513042390346527,False
T005,10,T002_caption_1,T002,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.24660047888755798,False
T006,1,T031_caption_1,T031,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.36440885066986084,False
T006,2,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.36440885066986084,False
T006,3,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36021730303764343,False
T006,4,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.35372471809387207,False
T006,5,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.3488110303878784,False
T006,6,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.3488110303878784,False
T006,7,T036_caption_1,T036,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.33250755071640015,False
T006,8,T006_caption_1,T006,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.33250755071640015,True
T006,9,T018_caption_1,T018,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta ocre, marron, negro.",0.3279319107532501,False
T006,10,T025_caption_1,T025,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta multicolor, tierra.",0.3259936571121216,False
T007,1,T037_caption_1,T037,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.371223509311676,False
T007,2,T007_caption_1,T007,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.371223509311676,True
T007,3,T002_caption_1,T002,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.3569765090942383,False
T007,4,T032_caption_1,T032,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.3569765090942383,False
T007,5,T037_caption_3,T037,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura horizontal y repeticion visual.",0.32771506905555725,False
T007,6,T007_caption_3,T007,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura horizontal y repeticion visual.",0.32771506905555725,True
T007,7,T027_caption_1,T027,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta azul, crema, marron.",0.3251916468143463,False
T007,8,T012_caption_1,T012,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta azul, crema, marron.",0.32021772861480713,False
T007,9,T022_caption_1,T022,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta azul, crema, marron.",0.31551602482795715,False
T007,10,T017_caption_1,T017,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta azul, crema, marron.",0.31489694118499756,False
T008,1,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36813825368881226,False
T008,2,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36813825368881226,True
T008,3,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.35490286350250244,False
T008,4,T038_caption_3,T038,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.3506344258785248,False
T008,5,T008_caption_3,T008,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.3506344258785248,True
T008,6,T013_caption_3,T013,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura horizontal y repeticion visual.",0.3366161584854126,False
T008,7,T033_caption_1,T033,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3253045082092285,False
T008,8,T003_caption_1,T003,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3253045082092285,False
T008,9,T023_caption_1,T023,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta ocre, marron, negro.",0.3249245584011078,False
T008,10,T028_caption_1,T028,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta ocre, marron, negro.",0.3168335258960724,False
T009,1,T039_caption_1,T039,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.27660802006721497,False
T009,2,T009_caption_1,T009,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.27660802006721497,True
T009,3,T029_caption_1,T029,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta blanco, negro, gris.",0.2693161964416504,False
T009,4,T014_caption_1,T014,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta blanco, negro, gris.",0.2676023542881012,False
T009,5,T019_caption_1,T019,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta blanco, negro, gris.",0.2658490240573883,False
T009,6,T024_caption_1,T024,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta blanco, negro, gris.",0.26158779859542847,False
T009,7,T034_caption_1,T034,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.24442914128303528,False
T009,8,T004_caption_1,T004,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.24442914128303528,False
T009,9,T004_caption_3,T004,caption_3,"Diseno geometrico generado con paleta blanco, negro, gris, estructura modular y repeticion visual.",0.21926482021808624,False
T009,10,T034_caption_3,T034,caption_3,"Diseno geometrico generado con paleta blanco, negro, gris, estructura modular y repeticion visual.",0.21926482021808624,False
T010,1,T025_caption_1,T025,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta multicolor, tierra.",0.31352272629737854,False
T010,2,T020_caption_1,T020,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta multicolor, tierra.",0.3073100745677948,False
T010,3,T035_caption_1,T035,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta multicolor, tierra.",0.2936236262321472,False
T010,4,T005_caption_1,T005,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta multicolor, tierra.",0.2936236262321472,False
T010,5,T015_caption_1,T015,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta multicolor, tierra.",0.29292455315589905,False
T010,6,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.29203635454177856,False
T010,7,T007_caption_1,T007,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.28822389245033264,False
T010,8,T037_caption_1,T037,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.28822389245033264,False
T010,9,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.28679388761520386,False
T010,10,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.28679388761520386,False
T011,1,T021_caption_1,T021,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta rojo, negro, crema.",0.3316532373428345,False
T011,2,T036_caption_1,T036,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.3235510289669037,False
T011,3,T006_caption_1,T006,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.3235510289669037,False
T011,4,T031_caption_1,T031,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.321389377117157,False
T011,5,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.321389377117157,False
T011,6,T011_caption_1,T011,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta rojo, negro, crema.",0.32080399990081787,True
T011,7,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.31972625851631165,False
T011,8,T033_caption_1,T033,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.31597113609313965,False
T011,9,T003_caption_1,T003,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.31597113609313965,False
T011,10,T018_caption_1,T018,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta ocre, marron, negro.",0.3092651665210724,False
T012,1,T037_caption_1,T037,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.38265472650527954,False
T012,2,T007_caption_1,T007,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.38265472650527954,False
T012,3,T002_caption_1,T002,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.37594714760780334,False
T012,4,T032_caption_1,T032,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.37594714760780334,False
T012,5,T037_caption_3,T037,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura horizontal y repeticion visual.",0.34928441047668457,False
T012,6,T007_caption_3,T007,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura horizontal y repeticion visual.",0.34928441047668457,False
T012,7,T012_caption_1,T012,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta azul, crema, marron.",0.3482081890106201,True
T012,8,T032_caption_3,T032,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura vertical y repeticion visual.",0.34502899646759033,False
T012,9,T002_caption_3,T002,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura vertical y repeticion visual.",0.34502899646759033,False
T012,10,T027_caption_1,T027,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta azul, crema, marron.",0.34480535984039307,False
T013,1,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.3538462221622467,True
T013,2,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.33861061930656433,False
T013,3,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.33861061930656433,False
T013,4,T013_caption_3,T013,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura horizontal y repeticion visual.",0.32683929800987244,True
T013,5,T023_caption_1,T023,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta ocre, marron, negro.",0.30770787596702576,False
T013,6,T033_caption_1,T033,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3071853816509247,False
T013,7,T003_caption_1,T003,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3071853816509247,False
T013,8,T038_caption_3,T038,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.30697348713874817,False
T013,9,T008_caption_3,T008,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.30697348713874817,False
T013,10,T018_caption_1,T018,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta ocre, marron, negro.",0.3008118271827698,False
T014,1,T014_caption_1,T014,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta blanco, negro, gris.",0.3598038852214813,True
T014,2,T019_caption_1,T019,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta blanco, negro, gris.",0.34504544734954834,False
T014,3,T014_caption_3,T014,caption_3,"Diseno geometrico generado con paleta blanco, negro, gris, estructura vertical y repeticion visual.",0.3197873830795288,True
T014,4,T034_caption_1,T034,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.31949910521507263,False
T014,5,T004_caption_1,T004,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.31949910521507263,False
T014,6,T024_caption_1,T024,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta blanco, negro, gris.",0.31109854578971863,False
T014,7,T009_caption_1,T009,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.3102947175502777,False
T014,8,T039_caption_1,T039,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.3102947175502777,False
T014,9,T029_caption_1,T029,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta blanco, negro, gris.",0.3056263327598572,False
T014,10,T019_caption_3,T019,caption_3,"Diseno geometrico generado con paleta blanco, negro, gris, estructura horizontal y repeticion visual.",0.3042648434638977,False
T015,1,T021_caption_1,T021,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta rojo, negro, crema.",0.26875826716423035,False
T015,2,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.254625141620636,False
T015,3,T011_caption_1,T011,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta rojo, negro, crema.",0.2535196840763092,False
T015,4,T036_caption_1,T036,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.24802114069461823,False
T015,5,T006_caption_1,T006,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.24802114069461823,False
T015,6,T015_caption_1,T015,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta multicolor, tierra.",0.247763529419899,True
T015,7,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.24511663615703583,False
T015,8,T031_caption_1,T031,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.24511663615703583,False
T015,9,T020_caption_1,T020,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta multicolor, tierra.",0.2440183311700821,False
T015,10,T025_caption_1,T025,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta multicolor, tierra.",0.23874035477638245,False
T016,1,T026_caption_1,T026,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta rojo, negro, crema.",0.3392740786075592,False
T016,2,T031_caption_1,T031,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.3351534605026245,False
T016,3,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.3351534605026245,False
T016,4,T011_caption_1,T011,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta rojo, negro, crema.",0.32542330026626587,False
T016,5,T006_caption_1,T006,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.3239176273345947,False
T016,6,T036_caption_1,T036,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta rojo, negro, crema.",0.3239176273345947,False
T016,7,T021_caption_1,T021,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta rojo, negro, crema.",0.3218207061290741,False
T016,8,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.31615179777145386,False
T016,9,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.31615179777145386,False
T016,10,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.31412389874458313,False
T017,1,T027_caption_1,T027,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta azul, crema, marron.",0.3274989724159241,False
T017,2,T017_caption_1,T017,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta azul, crema, marron.",0.32713404297828674,True
T017,3,T007_caption_1,T007,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.32169172167778015,False
T017,4,T037_caption_1,T037,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta azul, crema, marron.",0.32169172167778015,False
T017,5,T032_caption_1,T032,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.32152503728866577,False
T017,6,T002_caption_1,T002,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta azul, crema, marron.",0.32152503728866577,False
T017,7,T012_caption_1,T012,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta azul, crema, marron.",0.3200220465660095,False
T017,8,T023_caption_1,T023,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta ocre, marron, negro.",0.29434531927108765,False
T017,9,T022_caption_3,T022,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura modular y repeticion visual.",0.29202771186828613,False
T017,10,T017_caption_3,T017,caption_3,"Diseno geometrico generado con paleta azul, crema, marron, estructura reticular y repeticion visual.",0.2904074788093567,True
T018,1,T013_caption_1,T013,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36984556913375854,False
T018,2,T038_caption_1,T038,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36453667283058167,False
T018,3,T008_caption_1,T008,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta ocre, marron, negro.",0.36453667283058167,False
T018,4,T013_caption_3,T013,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura horizontal y repeticion visual.",0.3461150527000427,False
T018,5,T008_caption_3,T008,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.3440035879611969,False
T018,6,T038_caption_3,T038,caption_3,"Diseno geometrico generado con paleta ocre, marron, negro, estructura vertical y repeticion visual.",0.3440035879611969,False
T018,7,T018_caption_1,T018,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta ocre, marron, negro.",0.33490055799484253,True
T018,8,T023_caption_1,T023,caption_1,"Patron textil generado con composicion reticular, motivos de cuadricula geometrica y paleta ocre, marron, negro.",0.3326689600944519,False
T018,9,T033_caption_1,T033,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3271682560443878,False
T018,10,T003_caption_1,T003,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta ocre, marron, negro.",0.3271682560443878,False
T019,1,T019_caption_1,T019,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta blanco, negro, gris.",0.33741411566734314,True
T019,2,T014_caption_1,T014,caption_1,"Patron textil generado con composicion vertical, motivos de bandas geometricas y paleta blanco, negro, gris.",0.32036954164505005,False
T019,3,T019_caption_3,T019,caption_3,"Diseno geometrico generado con paleta blanco, negro, gris, estructura horizontal y repeticion visual.",0.3052913546562195,True
T019,4,T031_caption_1,T031,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.29145047068595886,False
T019,5,T001_caption_1,T001,caption_1,"Patron textil generado con composicion horizontal, motivos de bandas geometricas y paleta rojo, negro, crema.",0.29145047068595886,False
T019,6,T024_caption_1,T024,caption_1,"Patron textil generado con composicion mixta, motivos de motivos geometricos combinados y paleta blanco, negro, gris.",0.2914126217365265,False
T019,7,T009_caption_1,T009,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.29096803069114685,False
T019,8,T039_caption_1,T039,caption_1,"Patron textil generado con composicion central, motivos de rombos y paleta blanco, negro, gris.",0.29096803069114685,False
T019,9,T034_caption_1,T034,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.28981831669807434,False
T019,10,T004_caption_1,T004,caption_1,"Patron textil generado con composicion modular, motivos de grecas escalonadas y paleta blanco, negro, gris.",0.28981831669807434,False
